id,recency,history_segment,history,mens,womens,region,newbie,channel,treatment,conversion
10136,6,1,29.99,1,0,0,1,1,2,0
10137,5,1,29.99,0,1,0,0,1,0,0
10138,8,3,236.25,1,0,0,0,1,0,0
10139,10,3,229.72,0,1,2,1,0,0,0
10140,5,2,178.25,0,1,0,1,1,0,0
10141,11,1,98.63,1,0,0,1,1,2,0
10142,2,2,112.41,0,1,1,0,0,1,0
10143,9,3,334.2,1,0,0,1,1,2,0
10144,2,2,177.63,1,0,1,0,1,0,0
10145,1,5,515.68,1,0,2,1,0,1,0
10146,3,1,33.58,0,1,1,0,0,2,0
10147,2,1,29.99,0,1,1,1,1,2,0
10148,12,1,57.94,0,1,1,0,1,2,0
10149,2,1,63.81,0,1,1,1,0,0,0
10150,1,4,439.08,0,1,0,1,1,2,0
10151,6,4,483.86,0,1,1,0,1,1,0
10152,10,1,66.48,1,0,1,0,1,2,0
10153,9,1,82.26,1,0,0,0,0,2,0
10154,11,2,172.9,0,1,0,0,1,1,0
10155,9,3,214.73,0,1,1,1,0,2,0
10156,1,5,511.17,1,0,0,1,2,1,0
10157,2,4,355.88,1,0,0,0,1,1,0
10158,10,1,29.99,1,0,1,0,0,1,0
10159,1,1,45.5,0,1,1,0,0,2,0
10160,9,1,29.99,0,1,1,1,0,2,0
10161,7,2,127.65,0,1,2,0,0,1,0
10162,1,2,174.05,1,0,2,1,0,0,0
10163,10,3,323.46,1,0,0,1,1,2,0
10164,1,1,31.27,1,0,2,1,0,1,0
10165,2,1,75.2,1,0,0,0,1,2,0
10166,1,1,33.01,0,1,1,1,1,2,0
10167,2,2,115.99,1,0,1,0,1,1,0
10168,2,1,33.76,1,0,1,0,0,0,0
10169,1,2,127.74,0,1,2,1,0,2,0
10170,5,2,133.73,1,0,1,0,0,0,0
10171,2,2,105.94,0,1,1,1,0,1,0
10172,10,2,179.29,0,1,0,0,0,2,0
10173,1,1,92.17,1,0,1,0,1,2,0
10174,12,2,147.09,1,0,1,0,0,1,0
10175,6,1,29.99,1,0,1,0,0,2,0
10176,7,2,127.59,1,0,0,1,1,0,0
10177,4,1,85.49,1,0,2,1,0,0,0
10178,12,2,180.04,1,0,1,0,0,1,0
10179,3,2,104.78,1,0,1,1,1,1,0
10180,11,1,29.99,1,0,1,0,1,0,0
10181,10,2,172.5,0,1,1,1,0,1,0
10182,9,1,30.3,1,0,1,0,0,1,0
10183,7,3,216.45,0,1,0,1,2,0,0
10184,9,1,51.17,1,0,2,1,0,0,0
10185,6,4,447.02,0,1,0,0,0,0,0
10186,5,1,73.08,1,0,1,0,0,0,0
10187,2,3,231.66,1,0,1,1,0,0,0
10188,3,1,96.15,1,0,0,0,1,0,0
10189,1,7,1080.83,1,0,0,1,2,1,0
10190,9,1,29.99,1,0,1,1,1,1,0
10191,11,3,209.43,1,1,1,0,1,0,0
10192,3,2,192.15,0,1,1,0,0,1,0
10193,9,1,47.16,1,0,1,1,0,1,0
10194,1,2,120.84,1,0,1,0,0,2,0
10195,1,6,832.4,1,1,1,1,0,2,0
10196,9,2,103.5,0,1,1,1,1,1,0
10197,1,3,245.3,1,1,1,0,1,1,0
10198,1,7,1355.64,0,1,1,1,2,1,0
10199,6,2,130.81,0,1,0,0,1,2,0
10200,3,1,67.46,1,0,0,0,1,2,0
10201,7,5,693.53,1,1,0,1,2,0,0
10202,3,1,77.4,1,0,2,0,0,1,0
10203,8,5,636.48,0,1,0,1,0,1,0
10204,2,2,179.65,0,1,1,0,1,0,0
10205,1,2,100.43,0,1,1,1,0,2,0
10206,8,1,98.72,1,0,2,1,1,0,0
10207,5,1,99.2,0,1,1,0,0,2,0
10208,3,2,143.01,0,1,0,0,1,0,0
10209,12,2,147.23,1,0,1,1,1,1,0
10210,5,2,123.96,0,1,0,0,1,0,0
10211,4,1,29.99,1,0,1,1,0,0,0
10212,9,3,246.26,1,0,1,1,1,0,0
10213,1,1,76.88,1,0,2,1,0,2,0
10214,9,1,68.22,0,1,0,1,1,0,0
10215,1,1,29.99,0,1,0,1,0,1,0
10216,1,2,144.52,1,0,0,0,1,1,0
10217,12,4,458.21,1,0,0,0,2,2,0
10218,9,1,29.99,0,1,1,1,0,2,0
10219,10,2,101.22,0,1,0,1,1,0,0
10220,2,3,254.61,1,0,2,1,0,0,0
10221,5,1,29.99,1,0,2,0,0,0,0
10222,10,3,201.09,1,0,2,0,0,2,0
10223,11,4,392.01,0,1,1,0,1,1,0
10224,9,2,101.1,0,1,0,1,1,0,0
10225,1,3,208.15,0,1,1,0,2,2,1
10226,5,4,443.67,1,1,0,0,2,0,0
10227,7,2,172.45,1,0,1,1,1,0,0
10228,3,1,29.99,1,0,2,1,0,2,0
10229,1,3,224.93,1,0,1,1,0,2,0
10230,5,1,45.34,0,1,1,1,1,1,0
10231,12,1,36.13,1,0,0,1,0,1,0
10232,1,3,216.46,0,1,0,0,0,0,0
10233,5,2,168.93,1,0,0,0,1,0,0
10234,9,1,95.29,0,1,0,1,0,0,0
10235,10,5,532.99,1,1,1,1,0,0,0
10236,10,5,537.89,1,1,1,1,2,0,0
10237,3,2,140.27,1,0,1,0,0,0,0
10238,1,1,38.25,0,1,1,0,0,1,0
10239,6,1,29.99,1,0,0,1,0,0,0
10240,7,2,140.88,1,0,1,0,0,2,0
10241,10,1,71.78,1,0,1,0,0,0,0
10242,5,2,135.15,1,0,1,0,1,0,0
10243,12,1,29.99,1,0,1,1,1,1,0
10244,3,4,401.21,0,1,1,0,1,0,0
10245,8,2,149.39,1,0,1,1,0,0,0
10246,5,1,29.99,0,1,2,1,1,0,0
10247,4,2,148.14,1,0,1,0,0,2,0
10248,2,3,261.22,1,0,0,0,0,2,0
10249,10,1,63.69,1,0,2,0,0,1,0
10250,12,1,68.9,0,1,0,0,0,2,0
10251,3,5,507.19,0,1,2,1,1,2,0
10252,6,1,86.66,1,0,0,0,1,2,0
10253,1,5,705.0,1,1,0,1,2,0,0
10254,8,1,29.99,1,0,1,0,0,0,0
10255,5,1,29.99,1,0,1,0,0,0,0
10256,10,2,123.41,1,0,0,0,1,2,0
10257,6,2,147.77,0,1,1,1,0,2,0
10258,4,2,155.27,1,0,2,0,1,2,0
10259,6,2,130.0,1,0,2,1,1,0,0
10260,6,3,329.43,0,1,0,0,0,0,0
10261,12,2,130.33,0,1,1,1,1,2,0
10262,5,2,168.93,1,0,0,1,0,2,0
10263,2,5,679.65,0,1,0,1,1,2,0
10264,9,1,30.57,0,1,1,0,0,0,0
10265,3,6,919.86,1,0,1,1,0,0,0
10266,4,2,114.99,0,1,1,0,0,2,0
10267,8,4,433.87,1,0,2,0,0,0,0
10268,9,4,361.17,0,1,1,0,1,0,0
10269,2,3,273.27,0,1,1,0,1,1,0
10270,12,2,169.33,0,1,1,1,0,2,0
10271,10,1,29.99,0,1,0,0,0,0,0
10272,10,2,132.58,1,0,2,0,0,1,0
10273,1,2,163.88,1,0,0,1,1,1,0
10274,5,1,31.35,0,1,1,1,1,1,0
10275,7,1,36.07,0,1,1,0,0,2,0
10276,3,4,442.36,1,0,0,0,2,2,0
10277,3,2,111.84,1,0,0,1,1,0,0
10278,4,4,360.56,1,0,1,0,0,1,0
10279,6,3,216.0,1,1,0,0,0,2,0
10280,12,1,29.99,1,0,2,0,1,2,0
10281,3,3,231.23,1,0,0,1,0,2,0
10282,8,2,113.53,0,1,1,0,0,0,0
10283,5,2,181.94,1,0,1,0,1,0,0
10284,9,1,50.69,1,0,0,1,1,2,0
10285,1,2,164.73,0,1,1,0,0,0,0
10286,7,2,109.2,0,1,0,1,0,1,0
10287,4,2,119.47,1,0,0,0,1,2,0
10288,11,2,133.44,1,0,1,1,0,0,0
10289,10,1,40.55,1,0,0,0,1,1,0
10290,5,2,171.11,1,0,2,0,0,1,0
10291,5,2,126.21,1,0,0,0,1,2,0
10292,1,6,778.1,0,1,2,1,1,0,0
10293,2,5,645.87,1,0,2,1,0,1,0
10294,7,3,236.01,1,0,1,0,1,1,0
10295,1,3,261.59,0,1,0,0,0,2,0
10296,2,2,154.47,1,0,0,0,1,2,0
10297,10,1,58.43,0,1,0,0,1,0,0
10298,7,6,932.25,0,1,0,1,2,0,0
10299,6,3,329.6,1,1,0,1,0,1,0
10300,2,4,431.77,1,0,0,0,0,0,0
10301,9,3,267.3,1,0,2,0,1,0,0
10302,9,3,203.83,1,0,0,0,1,0,0
10303,2,2,148.71,1,0,1,1,0,0,0
10304,4,1,87.69,1,0,1,0,0,1,0
10305,3,1,91.71,1,0,0,0,0,1,0
10306,6,3,301.54,1,0,0,0,2,2,0
10307,11,4,383.56,0,1,1,0,1,0,0
10308,2,1,65.16,0,1,1,1,1,0,0
10309,1,1,74.14,1,0,0,0,1,0,0
10310,7,1,29.99,1,0,1,1,1,0,0
10311,2,1,67.04,0,1,2,0,1,1,0
10312,1,3,223.46,1,1,0,1,1,0,0
10313,10,1,75.86,1,0,2,0,1,1,0
10314,10,5,524.51,0,1,1,1,1,1,0
10315,10,3,248.16,1,0,1,0,2,1,0
10316,4,3,232.74,0,1,1,0,1,0,1
10317,4,1,78.12,1,0,1,1,0,0,0
10318,9,3,262.49,1,1,1,1,0,1,0
10319,1,2,125.74,1,0,0,1,1,1,0
10320,11,1,81.06,1,0,0,0,0,1,0
10321,1,1,77.62,1,0,0,1,1,1,0
10322,1,3,333.39,0,1,0,1,1,1,0
10323,1,2,130.4,1,0,1,1,1,1,0
10324,9,6,757.59,1,1,0,1,0,1,0
10325,2,1,58.44,1,0,1,1,1,0,0
10326,1,3,323.54,1,0,0,0,0,0,0
10327,1,6,801.32,0,1,1,1,1,2,0
10328,9,1,52.96,0,1,1,1,1,2,0
10329,2,1,71.11,0,1,0,1,1,2,0
10330,2,7,1072.77,1,0,2,1,1,2,0
10331,3,2,144.38,0,1,1,0,1,2,0
10332,5,3,298.45,0,1,1,0,2,2,0
10333,7,3,329.65,0,1,1,0,1,0,0
10334,8,3,344.8,1,0,0,0,1,2,0
10335,7,3,282.6,1,1,2,0,2,1,0
10336,3,2,182.7,0,1,0,0,0,0,0
10337,3,4,498.59,0,1,0,0,2,0,0
10338,12,2,103.59,0,1,2,1,0,1,0
10339,10,2,127.89,0,1,0,0,1,2,0
10340,4,3,285.8,0,1,2,0,0,1,0
10341,1,3,228.22,0,1,1,1,1,0,0
10342,2,5,721.64,1,1,0,1,0,1,0
10343,3,1,29.99,0,1,0,0,0,1,0
10344,3,5,584.63,1,1,1,1,0,0,0
10345,1,1,69.82,1,0,0,1,1,2,0
10346,7,2,187.42,0,1,1,1,0,2,0
10347,2,5,618.96,1,1,1,1,0,0,0
10348,7,1,53.51,1,0,1,1,1,0,0
10349,7,1,29.99,1,0,0,0,1,0,0
10350,11,1,29.99,0,1,1,1,0,2,0
10351,10,2,191.63,0,1,1,1,1,1,0
10352,2,5,571.74,0,1,0,1,2,2,0
10353,1,2,175.22,0,1,2,0,1,2,0
10354,10,5,608.13,1,1,0,1,0,2,0
10355,7,2,168.47,0,1,0,0,0,1,0
10356,6,1,62.4,0,1,0,1,1,2,0
10357,7,4,409.28,1,0,1,1,1,2,0
10358,2,1,45.17,0,1,1,0,1,2,0
10359,1,6,792.6,0,1,0,1,2,0,0
10360,7,1,82.12,1,0,1,0,0,0,0
10361,4,3,276.34,1,0,0,1,1,0,0
10362,11,1,69.85,0,1,1,1,1,0,0
10363,6,1,54.84,0,1,1,0,1,1,0
10364,9,6,806.84,0,1,0,1,2,1,0
10365,3,1,84.31,0,1,2,1,1,0,0
10366,6,3,323.09,1,0,2,1,0,2,0
10367,4,4,448.98,1,1,0,0,0,0,0
10368,10,1,29.99,0,1,0,1,1,1,0
10369,6,1,29.99,1,0,1,1,0,1,0
10370,5,2,175.74,0,1,0,0,1,0,0
10371,7,3,275.21,1,1,1,1,1,2,0
10372,10,1,84.23,0,1,1,1,0,2,0
10373,4,1,41.27,0,1,1,0,1,0,0
10374,7,1,29.99,1,0,0,1,0,2,0
10375,11,1,29.99,1,0,1,1,0,1,0
10376,11,1,52.04,1,0,0,0,0,0,0
10377,10,2,169.62,1,0,0,1,1,0,0
10378,2,2,129.4,1,0,0,1,1,1,0
10379,2,2,191.63,1,0,1,1,1,1,0
10380,9,1,84.54,0,1,1,0,1,0,0
10381,7,4,436.93,0,1,2,1,2,2,0
10382,12,2,120.08,1,0,0,0,0,2,0
10383,8,2,144.0,0,1,1,0,1,2,0
10384,2,3,307.09,1,0,0,0,2,0,0
10385,10,1,55.93,0,1,1,1,0,2,0
10386,4,1,92.72,0,1,1,0,0,1,0
10387,12,1,78.22,0,1,1,0,0,0,0
10388,5,2,187.7,0,1,1,0,1,1,0
10389,1,1,33.56,0,1,0,1,1,2,0
10390,8,3,249.99,1,0,0,0,0,2,0
10391,2,1,29.99,1,0,2,0,0,2,1
10392,2,3,321.69,1,0,0,0,1,2,0
10393,6,1,48.02,0,1,1,1,1,0,0
10394,10,1,75.41,0,1,0,1,0,2,0
10395,12,3,209.2,1,1,0,1,1,2,0
10396,6,1,33.7,1,0,1,0,1,1,0
10397,9,2,105.07,1,0,1,1,1,0,0
10398,9,1,70.45,1,0,0,0,1,0,0
10399,10,3,287.49,0,1,2,1,1,0,0
10400,11,3,239.61,0,1,0,0,0,2,0
10401,7,4,448.96,0,1,1,1,2,0,0
10402,9,2,124.17,0,1,0,0,1,1,0
10403,4,2,120.58,0,1,0,0,1,1,0
10404,3,5,693.61,1,0,0,1,1,0,0
10405,7,1,83.27,1,0,2,0,1,0,0
10406,3,3,344.07,0,1,0,0,1,2,0
10407,9,2,139.31,1,0,0,0,1,1,0
10408,9,4,399.68,0,1,2,1,0,0,0
10409,1,3,226.14,0,1,1,1,0,0,0
10410,10,4,380.72,1,0,1,1,0,2,0
10411,3,1,49.96,1,0,1,1,1,0,0
10412,1,4,426.88,1,0,0,0,2,1,0
10413,11,1,87.23,1,0,1,1,0,0,0
10414,11,3,224.35,0,1,1,0,2,1,0
10415,3,2,189.83,0,1,0,0,1,1,0
10416,4,1,52.12,1,0,0,0,1,1,0
10417,10,2,165.71,0,1,1,0,1,1,0
10418,2,3,321.22,0,1,0,0,0,0,0
10419,7,3,248.83,0,1,0,1,1,1,0
10420,2,3,201.76,1,1,0,0,0,0,0
10421,3,3,217.03,1,0,1,1,1,1,0
10422,10,1,63.77,0,1,1,1,0,2,0
10423,3,3,273.57,0,1,2,1,0,2,0
10424,11,3,216.36,0,1,1,0,1,1,0
10425,7,1,69.35,0,1,1,1,0,2,0
10426,4,1,29.99,0,1,1,1,1,0,0
10427,3,1,29.99,0,1,2,1,0,0,0
10428,1,1,30.53,0,1,1,0,0,0,0
10429,9,3,225.11,0,1,0,0,1,0,0
10430,11,3,277.08,1,1,2,0,2,2,0
10431,6,1,29.99,1,0,1,1,0,2,0
10432,10,2,111.09,1,0,1,0,1,2,0
10433,2,1,29.99,0,1,0,0,1,0,0
10434,6,2,188.57,1,0,0,1,1,1,0
10435,2,3,205.44,1,0,1,1,1,2,0
10436,5,3,287.13,0,1,1,1,0,1,0
10437,4,3,298.95,1,0,1,0,0,2,0
10438,9,1,74.16,1,0,0,1,0,1,0
10439,7,2,194.81,1,0,0,1,0,2,0
10440,11,5,552.21,1,0,0,1,2,0,0
10441,4,1,29.99,1,0,0,0,0,2,0
10442,2,3,332.89,1,0,0,0,0,2,0
10443,10,1,60.92,0,1,1,0,0,2,0
10444,1,7,1661.71,1,1,0,1,0,1,0
10445,11,2,127.63,0,1,2,1,1,0,0
10446,8,1,82.72,1,0,0,1,0,1,0
10447,9,2,107.37,0,1,1,0,1,1,0
10448,9,4,492.08,0,1,0,0,2,2,0
10449,5,2,150.9,0,1,0,1,1,0,0
10450,9,3,249.99,1,1,1,0,1,1,0
10451,6,1,91.57,1,0,2,0,1,1,0
10452,9,1,29.99,1,0,0,0,0,2,0
10453,5,5,713.27,0,1,2,1,1,1,0
10454,3,3,303.84,1,1,0,1,2,0,0
10455,9,2,127.42,1,0,0,0,0,2,0
10456,3,1,29.99,0,1,0,0,1,0,0
10457,4,3,266.14,1,1,1,1,0,1,0
10458,9,3,294.44,0,1,0,0,0,0,0
10459,10,1,38.52,1,0,0,0,0,2,0
10460,4,1,78.51,0,1,0,0,0,1,0
10461,7,2,159.1,0,1,1,0,1,2,0
10462,5,1,29.99,1,0,0,1,0,1,0
10463,3,1,52.19,0,1,1,0,0,0,0
10464,3,1,73.29,0,1,1,0,0,2,0
10465,2,2,162.61,1,0,1,0,1,2,0
10466,9,3,218.4,1,0,0,0,2,1,0
10467,10,1,46.5,0,1,1,1,0,1,0
10468,3,3,222.3,1,0,1,0,1,1,0
10469,1,1,62.52,1,0,2,1,1,1,0
10470,10,3,243.7,1,1,0,0,0,0,0
10471,1,2,118.42,0,1,0,1,1,1,1
10472,7,3,291.57,0,1,2,1,0,1,0
10473,2,4,466.72,1,1,0,0,0,2,0
10474,11,2,132.34,1,0,1,1,1,2,0
10475,10,1,64.06,1,0,1,0,0,2,0
10476,10,1,29.99,1,0,2,1,1,2,0
10477,2,1,59.15,0,1,0,0,0,2,0
10478,10,3,279.96,0,1,1,1,0,0,0
10479,2,1,69.49,0,1,0,0,1,0,0
10480,3,1,29.99,0,1,0,1,1,1,0
10481,1,6,765.5,1,0,0,1,1,2,0
10482,3,1,57.48,0,1,0,1,1,1,0
10483,9,1,53.86,0,1,1,0,1,1,0
10484,1,4,372.86,1,0,1,1,0,2,0
10485,6,1,45.79,1,0,2,0,1,1,0
10486,8,2,134.46,1,0,1,1,0,0,0
10487,1,5,544.66,1,0,2,1,1,0,0
10488,12,1,77.93,0,1,1,0,1,0,0
10489,11,1,29.99,0,1,1,1,0,0,0
10490,6,2,196.94,0,1,1,1,1,1,0
10491,10,4,476.27,1,1,0,1,2,0,0
10492,8,4,464.17,1,1,1,0,2,0,0
10493,10,5,537.03,1,0,1,1,1,0,0
10494,8,1,29.99,0,1,2,1,1,2,0
10495,1,7,2040.83,0,1,1,1,0,2,0
10496,5,1,29.99,1,0,0,0,0,0,0
10497,11,7,1085.95,0,1,0,1,1,0,0
10498,2,4,419.33,1,0,2,0,0,1,0
10499,2,1,29.99,0,1,1,1,0,2,0
10500,11,2,124.95,0,1,2,1,1,1,0
10501,3,7,1118.5,1,0,1,1,1,1,0
10502,5,2,197.48,1,0,2,0,1,0,0
10503,3,2,161.93,1,0,1,0,0,1,0
10504,7,2,192.93,1,0,0,1,0,0,0
10505,5,3,281.09,1,1,2,0,1,0,0
10506,11,1,37.83,0,1,0,1,0,2,0
10507,4,2,171.25,1,0,2,0,0,0,0
10508,4,2,143.55,1,0,1,1,1,1,0
10509,6,1,88.34,0,1,0,0,0,0,0
10510,8,1,93.58,1,0,1,1,0,0,0
10511,7,3,290.61,1,0,1,0,2,0,0
10512,5,4,455.48,1,1,1,0,2,2,0
10513,5,1,57.85,1,0,2,0,1,2,0
10514,9,2,118.94,0,1,0,1,0,1,0
10515,5,3,241.62,1,0,1,1,0,0,0
10516,1,4,444.46,0,1,2,0,1,1,0
10517,8,1,69.52,1,0,1,0,0,1,0
10518,3,3,341.25,1,0,1,0,1,0,0
10519,9,2,160.04,0,1,0,0,0,1,0
10520,6,5,657.56,0,1,2,1,2,0,0
10521,2,7,1035.42,1,0,1,1,0,0,0
10522,9,1,99.06,0,1,1,1,0,1,0
10523,11,1,29.99,1,0,0,0,1,1,0
10524,6,5,627.74,1,1,0,1,2,1,0
10525,2,1,33.14,1,0,0,0,0,1,0
10526,10,1,90.88,0,1,1,0,1,2,0
10527,3,1,96.67,0,1,1,0,0,2,0
10528,2,5,538.17,1,0,0,1,0,2,0
10529,8,3,250.96,1,0,0,1,0,0,0
10530,10,4,362.44,0,1,1,0,2,2,0
10531,1,6,825.23,1,0,0,1,1,2,0
10532,11,1,29.99,0,1,0,1,0,2,0
10533,10,3,276.17,1,0,1,0,1,0,0
10534,3,6,780.27,0,1,1,1,0,2,0
10535,6,2,165.41,0,1,2,0,0,1,0
10536,5,1,29.99,1,0,0,0,1,1,0
10537,3,2,132.65,0,1,1,0,1,0,0
10538,6,4,472.26,1,0,1,0,1,2,0
10539,6,1,29.99,1,0,0,0,0,2,0
10540,11,1,84.11,0,1,0,1,0,1,0
10541,10,2,125.04,0,1,0,1,0,1,0
10542,3,4,350.36,0,1,1,0,0,0,0
10543,2,6,843.73,0,1,0,1,0,0,0
10544,6,1,47.84,0,1,1,0,0,1,0
10545,2,1,29.99,1,0,1,1,0,0,0
10546,5,1,41.11,0,1,1,1,1,2,0
10547,10,3,225.76,1,1,0,0,2,2,0
10548,10,4,360.95,1,0,2,0,2,0,0
10549,10,2,196.23,0,1,0,0,0,0,0
10550,8,1,29.99,1,0,1,0,1,2,0
10551,12,2,158.49,0,1,2,1,1,0,0
10552,9,2,171.68,0,1,0,0,0,1,0
10553,11,1,29.99,0,1,1,1,1,1,0
10554,10,4,442.52,0,1,1,0,2,1,0
10555,11,2,186.51,1,0,1,0,0,1,0
10556,2,2,179.71,1,0,1,0,0,2,0
